Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,12,1,16,1,1,1,22,14,8,0,0,1,1,0,1,34,0,7,6,16.142857142857142,0,0,9.4,-0.8,-3.12,Graduate
1,9,2,12,1,1,1,23,27,10,1,0,0,1,0,1,18,0,8,7,11.785714285714286,0,0,12.7,3.7,-1.7,Graduate
1,1,6,12,1,1,1,1,1,5,1,0,0,1,0,1,18,0,8,8,13.42375,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,14,1,1,1,23,28,10,0,0,0,1,0,0,20,0,8,6,12.5,0,0,11.1,0.6,2.02,Graduate
1,8,2,12,1,1,1,13,27,10,1,0,0,1,0,1,20,0,8,7,12.464285714285714,0,0,10.8,1.4,1.74,Graduate
1,17,1,17,0,1,1,23,28,29,0,0,1,1,0,0,23,6,18,8,12.375,0,0,8.9,1.4,3.51,Enrolled
1,12,1,14,1,1,1,22,27,7,0,0,0,1,0,0,28,0,8,1,10.0,0,0,10.8,1.4,1.74,Dropout
1,8,1,15,1,1,1,22,14,10,0,0,0,1,0,0,18,0,8,5,12.6,0,0,15.5,2.8,-4.06,Enrolled
1,14,1,9,1,1,1,13,28,10,1,0,0,1,0,0,19,0,5,5,12.6,0,0,16.2,0.3,-0.92,Graduate
2,1,1,9,1,1,1,23,27,10,1,0,0,1,0,0,34,0,7,2,10.0,0,0,7.6,2.6,0.32,Dropout
2,16,1,16,1,1,1,22,27,8,0,0,0,1,0,0,35,0,7,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,4,1,17,0,15,1,22,27,10,0,0,0,1,0,0,32,0,7,5,11.6,0,0,12.4,0.5,1.79,Graduate
1,8,2,11,1,1,1,13,14,5,1,0,0,1,0,0,19,0,8,6,12.166666666666666,0,0,11.1,0.6,2.02,Graduate
1,8,5,14,1,1,1,1,14,10,1,0,0,1,0,0,18,0,10,4,13.6,0,0,11.1,0.6,2.02,Graduate
2,12,1,9,1,1,1,22,27,10,0,0,0,0,0,0,35,0,8,4,12.5,1,0,9.4,-0.8,-3.12,Dropout
1,12,1,3,0,1,1,1,10,5,0,0,0,1,1,1,24,0,6,4,12.25,0,0,12.4,0.5,1.79,Enrolled
1,8,1,10,1,1,1,13,27,10,1,0,0,1,0,1,20,0,7,6,11.714285714285714,0,0,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,4,13,14,5,1,0,0,1,1,1,18,0,7,6,13.5,0,0,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,23,14,8,1,0,0,1,1,1,20,0,8,7,13.024285714285714,0,0,10.8,1.4,1.74,Graduate
1,8,5,11,1,1,1,1,14,5,1,0,0,0,1,0,18,0,12,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,7,1,1,1,13,14,5,0,0,0,1,1,1,18,0,6,5,17.333333333333332,0,0,12.4,0.5,1.79,Graduate
1,1,1,14,1,1,1,13,27,6,0,0,0,1,1,1,20,0,7,4,11.0,0,0,9.4,-0.8,-3.12,Graduate
1,8,2,16,1,1,1,13,28,4,1,0,0,1,1,0,19,0,10,6,13.666666666666666,0,0,12.4,0.5,1.79,Dropout
1,1,2,5,1,1,1,1,1,5,1,0,0,1,1,1,20,0,9,6,11.375,0,0,7.6,2.6,0.32,Enrolled
1,1,1,10,1,1,1,13,1,10,0,0,0,1,1,0,19,0,6,6,12.833333333333334,0,0,10.8,1.4,1.74,Graduate
1,1,1,15,1,1,1,21,27,1,1,0,0,1,1,0,20,0,9,5,12.6,0,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,14,10,1,0,0,1,1,0,22,0,8,6,14.333333333333334,0,0,11.1,0.6,2.02,Graduate
1,8,2,7,1,1,1,1,14,10,0,0,0,1,1,1,18,0,8,4,13.5,0,0,11.1,0.6,2.02,Enrolled
1,1,1,12,1,1,1,23,28,10,0,0,0,1,1,0,19,0,8,7,14.285714285714286,0,0,12.7,3.7,-1.7,Graduate
1,15,1,4,1,14,1,1,14,10,0,0,0,1,1,0,22,2,15,3,11.75,0,0,13.9,-0.3,0.79,Dropout
1,8,5,7,1,1,4,4,10,3,1,0,0,1,1,0,20,0,5,5,14.8,0,0,8.9,1.4,3.51,Graduate
2,12,1,4,1,1,1,1,31,10,0,0,1,0,1,0,34,0,7,0,0.0,0,0,12.4,0.5,1.79,Dropout
2,12,1,3,0,12,1,1,1,5,0,0,0,1,1,0,24,0,14,1,10.0,0,0,16.2,0.3,-0.92,Dropout
1,12,2,14,1,1,1,19,24,1,1,0,0,1,1,0,26,0,5,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,12,1,12,1,1,1,22,27,10,0,0,0,1,1,0,35,0,10,4,12.6,0,0,12.4,0.5,1.79,Dropout
1,1,1,17,0,1,1,2,27,5,1,0,0,1,1,0,22,0,9,5,12.428571428571429,1,0,7.6,2.6,0.32,Graduate
1,9,1,11,1,1,1,23,28,6,1,0,0,1,1,0,26,0,10,4,10.0,0,0,9.4,-0.8,-3.12,Enrolled
1,8,1,9,1,1,1,1,14,4,0,0,0,1,1,0,19,0,7,3,12.333333333333334,0,0,8.9,1.4,3.51,Dropout
1,1,5,11,1,1,1,3,14,4,1,0,0,0,1,0,19,0,0,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,15,1,2,1,14,1,3,3,3,0,0,1,1,1,0,20,0,0,0,0.0,0,0,15.5,2.8,-4.06,Graduate
1,16,1,14,1,1,1,3,3,2,0,0,1,1,1,0,21,5,12,10,12.1,0,0,11.1,0.6,2.02,Graduate
1,1,2,15,1,1,1,1,14,8,1,0,0,1,0,1,19,0,7,6,14.714285714285714,0,0,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,1,13,14,10,1,0,0,1,0,0,18,0,6,6,12.666666666666666,0,0,12.7,3.7,-1.7,Graduate
1,17,1,4,1,16,1,1,28,9,0,0,0,1,0,1,23,7,14,12,14.384615384615383,0,0,8.9,1.4,3.51,Graduate
1,8,3,9,1,1,1,13,28,6,1,0,0,1,0,1,18,0,5,5,13.4,0,0,12.7,3.7,-1.7,Graduate
1,9,1,12,1,1,1,22,28,6,1,0,0,1,0,0,18,0,8,7,13.314285714285717,0,0,12.7,3.7,-1.7,Graduate
1,1,3,12,1,1,1,23,28,10,1,0,0,1,0,0,19,0,8,7,11.98857142857143,0,0,10.8,1.4,1.74,Graduate
1,17,1,9,1,16,1,1,14,21,1,0,0,1,0,0,21,6,17,11,11.545454545454543,0,0,8.9,1.4,3.51,Graduate
1,1,1,6,1,1,1,22,27,10,1,0,0,1,0,1,18,0,13,6,16.46153846153846,0,0,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,23,27,10,1,0,0,1,0,1,24,0,7,6,13.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,1,4,12,1,1,1,3,29,3,1,0,0,1,0,0,18,0,8,7,12.65,0,0,16.2,0.3,-0.92,Dropout
1,1,1,14,1,1,1,13,1,6,1,0,0,1,0,0,18,0,7,6,12.333333333333334,0,0,13.9,-0.3,0.79,Enrolled
1,8,2,12,1,1,1,13,27,10,1,0,0,1,0,0,20,0,8,6,14.37,0,0,12.4,0.5,1.79,Graduate
1,8,2,6,1,1,1,1,14,5,1,0,0,1,0,0,19,0,13,3,12.0,2,0,9.4,-0.8,-3.12,Enrolled
1,1,5,15,1,1,1,19,28,1,1,0,0,0,0,1,18,0,12,3,12.0,0,0,7.6,2.6,0.32,Dropout
1,14,1,11,1,1,1,1,14,6,0,0,0,1,0,1,19,0,11,4,12.0,0,0,10.8,1.4,1.74,Dropout
1,8,2,16,1,1,1,1,28,5,1,0,0,1,0,0,19,0,10,5,12.6,0,0,10.8,1.4,1.74,Graduate
1,1,5,10,1,3,1,1,28,10,0,0,1,1,0,0,18,0,6,6,12.166666666666666,0,0,10.8,1.4,1.74,Graduate
1,1,2,16,1,1,1,13,1,32,1,0,0,1,0,0,20,0,8,6,13.5,0,0,11.1,0.6,2.02,Enrolled
1,1,5,12,1,1,1,23,28,10,1,0,0,1,0,1,18,0,8,8,13.76375,0,0,9.4,-0.8,-3.12,Graduate
1,8,6,13,1,1,1,23,28,6,1,0,0,1,0,1,19,0,11,6,12.4,0,0,11.1,0.6,2.02,Graduate
1,8,3,9,1,1,1,3,28,3,1,0,0,1,0,0,18,0,16,4,10.666666666666666,0,0,13.9,-0.3,0.79,Enrolled
1,1,2,12,1,1,1,22,27,10,1,0,0,1,0,0,18,0,7,6,14.333333333333334,0,0,7.6,2.6,0.32,Graduate
1,1,1,6,1,1,1,1,27,5,1,0,0,1,0,0,21,0,12,4,12.5,0,0,11.1,0.6,2.02,Enrolled
1,8,1,11,1,1,1,19,28,1,1,0,1,0,0,0,19,0,14,1,10.0,0,0,7.6,2.6,0.32,Dropout
1,1,4,12,1,1,1,1,1,4,1,0,0,1,0,0,21,0,8,7,14.69625,0,0,12.4,0.5,1.79,Graduate
1,1,1,6,1,1,1,4,1,3,0,0,0,1,0,0,18,0,14,4,11.5,0,0,11.1,0.6,2.02,Enrolled
1,8,3,13,1,1,1,13,28,10,0,0,0,1,0,1,18,0,9,7,12.855555555555556,0,0,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,1,1,4,0,0,0,1,0,0,18,0,7,7,13.7,0,0,11.1,0.6,2.02,Graduate
1,1,1,8,1,1,1,3,1,2,0,0,0,0,0,0,23,0,9,0,0.0,3,3,10.8,1.4,1.74,Dropout
1,1,1,10,1,1,1,13,27,8,1,0,0,1,0,0,20,0,13,3,11.2,0,0,16.2,0.3,-0.92,Enrolled
1,1,1,12,1,1,1,23,28,6,0,0,0,1,0,0,18,0,7,7,13.285714285714286,0,0,16.2,0.3,-0.92,Graduate
1,8,2,16,1,1,1,1,14,3,1,0,0,1,0,0,19,0,9,5,13.0,0,0,7.6,2.6,0.32,Enrolled
1,12,1,12,1,1,1,1,28,4,0,0,0,1,0,1,27,0,8,6,12.6,0,0,12.4,0.5,1.79,Enrolled
1,8,1,9,1,1,1,22,27,10,1,0,1,0,0,1,19,0,5,5,12.8,0,0,11.1,0.6,2.02,Enrolled
1,14,1,8,1,1,1,1,14,10,1,0,0,1,0,0,21,0,14,5,11.5,1,1,15.5,2.8,-4.06,Dropout
1,9,1,12,1,1,1,22,28,8,1,0,0,1,0,1,19,0,8,7,11.4,0,0,10.8,1.4,1.74,Graduate
1,15,1,10,1,1,1,22,27,7,0,0,0,1,0,1,21,3,6,6,12.333333333333334,0,0,13.9,-0.3,0.79,Graduate
1,1,5,15,1,1,1,13,14,10,1,0,0,1,0,0,18,0,7,5,12.8,0,0,10.8,1.4,1.74,Graduate
1,8,1,6,1,1,1,13,28,8,1,0,0,1,0,1,20,0,8,5,12.0,1,1,12.7,3.7,-1.7,Graduate
1,1,1,16,1,1,1,22,27,10,1,0,0,1,0,1,18,0,8,5,13.0,0,0,9.4,-0.8,-3.12,Graduate
1,8,1,5,1,1,1,1,1,5,1,0,1,0,0,1,18,0,6,6,11.833333333333334,0,0,12.7,3.7,-1.7,Dropout
1,1,3,6,1,1,1,1,3,5,1,0,0,1,0,0,18,0,8,6,14.0,0,0,8.9,1.4,3.51,Graduate
1,8,4,15,1,1,1,1,1,4,1,0,0,1,0,1,18,0,6,6,12.333333333333334,0,0,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,1,1,8,1,0,0,1,0,1,19,0,10,5,13.04,0,0,12.4,0.5,1.79,Enrolled
1,17,1,6,1,16,1,13,28,9,1,0,1,0,0,0,23,7,18,11,13.166666666666666,0,0,8.9,1.4,3.51,Enrolled
1,12,1,6,1,12,1,13,14,5,1,0,0,1,0,1,24,1,7,6,12.5,0,0,8.9,1.4,3.51,Graduate
1,1,1,2,1,1,1,1,1,4,1,0,0,1,0,0,19,0,0,0,0.0,0,0,10.8,1.4,1.74,Graduate
1,1,3,12,1,1,1,13,14,10,1,0,0,1,0,0,18,0,8,7,15.657142857142857,0,0,12.7,3.7,-1.7,Graduate
1,1,2,5,1,1,1,1,14,5,0,0,0,1,0,0,19,0,6,6,12.166666666666666,0,0,12.7,3.7,-1.7,Graduate
1,8,2,16,1,1,1,23,14,5,1,0,0,1,0,0,19,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,1,1,10,1,1,1,1,28,6,0,0,0,1,0,1,20,0,11,5,10.6,0,0,11.1,0.6,2.02,Enrolled
1,1,1,6,1,1,1,1,10,5,0,0,0,1,0,0,20,0,10,6,13.428571428571429,0,0,13.9,-0.3,0.79,Enrolled
1,12,1,15,1,1,1,19,27,1,0,0,0,1,0,0,26,0,8,4,11.75,0,0,7.6,2.6,0.32,Dropout
1,12,1,11,1,12,1,13,1,10,0,0,1,0,1,0,36,0,10,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,8,1,2,1,1,1,1,1,5,0,0,0,0,1,0,19,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,13,1,7,1,1,1,13,27,10,0,0,0,0,1,0,27,0,0,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,1,4,7,1,1,1,3,1,15,0,0,0,1,1,0,18,0,9,1,13.0,0,0,8.9,1.4,3.51,Dropout
1,1,4,12,1,1,1,22,28,10,1,0,0,1,1,1,18,0,8,7,13.331428571428573,0,0,10.8,1.4,1.74,Graduate
1,12,1,5,1,1,1,23,28,6,0,0,0,1,1,0,28,0,0,0,0.0,0,0,12.4,0.5,1.79,Dropout
1,15,1,2,1,14,1,13,1,10,1,0,0,1,1,0,21,0,0,0,0.0,0,0,12.4,0.5,1.79,Graduate
1,1,1,12,1,1,1,13,27,5,0,0,0,1,1,0,19,0,7,6,13.7,0,0,7.6,2.6,0.32,Graduate
1,12,1,14,1,7,1,6,16,4,0,0,1,0,1,0,26,0,5,0,0.0,0,5,9.4,-0.8,-3.12,Dropout
1,16,1,7,1,1,1,1,14,4,1,0,0,1,1,0,20,4,12,9,13.454545454545457,0,0,11.1,0.6,2.02,Dropout
1,1,6,12,1,1,1,23,28,10,1,0,0,1,1,0,19,0,8,7,12.2,0,0,12.7,3.7,-1.7,Graduate
1,1,1,9,1,1,1,13,14,8,1,0,0,1,1,0,21,0,8,3,10.0,0,0,12.7,3.7,-1.7,Dropout
1,17,1,14,1,16,1,1,14,10,0,0,0,1,1,1,23,0,7,5,13.0,0,0,8.9,1.4,3.51,Graduate
1,12,1,3,0,13,1,23,27,5,0,0,0,1,1,0,29,0,11,6,12.0,0,0,11.1,0.6,2.02,Graduate
1,1,1,12,1,1,1,1,1,10,0,0,0,1,1,0,20,0,8,7,15.028571428571428,0,0,12.7,3.7,-1.7,Graduate
1,1,1,10,1,1,1,1,14,6,0,0,0,1,1,0,18,0,8,6,12.0,0,0,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,1,28,4,1,0,0,1,1,0,19,0,8,5,12.0,0,0,9.4,-0.8,-3.12,Graduate
1,4,1,13,1,3,1,1,27,5,0,0,0,0,1,0,23,3,7,3,13.666666666666666,0,4,10.8,1.4,1.74,Dropout
1,1,1,2,1,1,1,23,1,6,0,0,0,1,1,0,21,0,0,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,8,1,9,1,1,1,1,1,10,1,0,0,1,1,0,18,0,6,5,12.0,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,2,1,1,1,22,14,8,1,0,0,1,1,1,18,0,0,0,0.0,0,0,10.8,1.4,1.74,Graduate
1,1,5,5,1,1,1,13,27,6,1,0,1,0,1,0,21,0,6,1,14.0,0,7,9.4,-0.8,-3.12,Dropout
1,16,1,10,1,1,1,1,1,6,0,0,0,1,1,0,22,0,6,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,9,1,13,1,1,1,3,14,3,1,0,0,1,1,0,21,0,8,7,12.375,0,0,8.9,1.4,3.51,Graduate
1,12,1,12,1,1,1,23,14,10,1,0,0,0,1,0,32,0,0,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,4,1,4,1,3,1,1,14,5,1,0,0,1,1,0,27,14,21,18,11.421052631578949,0,1,15.5,2.8,-4.06,Graduate
1,1,1,12,1,1,1,13,28,10,1,0,0,1,1,0,18,0,7,6,13.35,0,0,7.6,2.6,0.32,Graduate
1,12,1,5,1,1,1,1,1,6,1,0,0,1,1,1,24,0,6,6,15.0,0,0,15.5,2.8,-4.06,Graduate
1,1,1,8,1,1,1,13,27,2,1,0,0,1,1,0,22,0,9,2,10.5,0,0,12.7,3.7,-1.7,Dropout
1,14,1,8,1,1,1,2,3,4,1,0,0,0,1,0,22,0,0,0,0.0,0,2,10.8,1.4,1.74,Dropout
1,1,3,9,1,1,1,22,27,10,1,0,0,1,1,0,19,0,8,5,13.25,0,0,13.9,-0.3,0.79,Graduate
1,8,6,7,1,1,1,22,11,5,1,0,0,1,1,0,19,0,10,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,1,2,6,1,1,1,1,14,4,1,0,0,1,1,0,21,0,7,4,11.5,0,4,10.8,1.4,1.74,Enrolled
1,1,2,12,1,1,1,1,1,3,1,0,0,1,0,1,18,0,8,8,13.88125,0,0,9.4,-0.8,-3.12,Graduate
1,1,2,11,1,1,1,3,14,4,1,0,0,1,0,0,18,0,8,6,11.333333333333334,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,2,1,1,1,13,14,10,1,0,1,1,0,0,20,0,0,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,8,1,10,1,1,1,1,14,5,1,0,0,1,0,0,19,0,7,6,12.857142857142858,0,0,13.9,-0.3,0.79,Graduate
1,8,5,15,1,1,1,23,28,29,1,0,1,1,0,0,19,0,6,5,11.6,0,0,8.9,1.4,3.51,Graduate
1,8,1,11,1,1,1,10,1,10,1,0,0,1,0,1,18,0,9,5,11.4,0,0,12.4,0.5,1.79,Graduate
1,1,1,8,1,1,1,1,1,4,1,0,0,1,0,0,20,0,11,6,13.333333333333334,0,0,16.2,0.3,-0.92,Enrolled
1,15,1,5,1,14,1,10,27,4,0,0,1,1,0,1,22,2,7,7,13.571428571428571,0,0,12.4,0.5,1.79,Graduate
2,12,1,13,1,12,1,22,28,10,0,0,0,1,0,0,31,0,13,6,11.833333333333334,0,0,12.4,0.5,1.79,Graduate
1,8,1,16,1,1,1,13,14,10,0,0,0,1,0,1,19,0,7,7,14.428571428571429,0,0,16.2,0.3,-0.92,Graduate
1,1,2,2,1,1,1,1,3,4,1,0,0,1,0,0,18,0,0,0,0.0,0,0,12.4,0.5,1.79,Enrolled
1,1,2,11,1,1,1,23,28,10,1,0,0,1,0,1,18,0,8,6,12.285714285714286,0,0,8.9,1.4,3.51,Graduate
1,1,1,6,1,1,1,10,1,2,0,0,0,1,0,0,21,0,7,5,14.4,0,0,7.6,2.6,0.32,Graduate
1,8,5,12,1,1,1,23,1,10,1,0,0,1,0,1,18,0,8,7,13.15,0,0,13.9,-0.3,0.79,Graduate
1,15,1,9,1,14,9,2,27,3,0,0,1,0,1,0,25,0,6,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,6,1,7,1,1,14,1,3,6,0,0,1,1,1,0,21,0,5,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,9,2,12,1,1,1,23,27,6,1,0,0,1,0,1,19,0,8,7,12.342857142857143,0,0,10.8,1.4,1.74,Graduate
1,1,2,15,1,1,1,23,1,10,1,0,0,1,0,0,19,0,6,5,12.2,0,0,10.8,1.4,1.74,Enrolled
1,8,1,11,1,1,1,9,24,6,1,0,0,1,0,0,22,0,10,4,10.5,0,0,7.6,2.6,0.32,Dropout
1,6,1,9,1,1,1,23,1,10,0,0,0,1,1,0,19,0,5,5,10.6,0,0,12.4,0.5,1.79,Graduate
1,12,1,3,0,12,1,22,27,10,0,0,0,1,0,0,58,0,6,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,7,2,10,1,1,1,13,27,10,1,0,0,1,0,1,19,0,8,4,11.25,0,0,10.8,1.4,1.74,Graduate
1,14,1,14,1,1,9,22,27,10,1,0,0,1,1,0,23,3,11,6,10.5,0,0,9.4,-0.8,-3.12,Graduate
1,1,2,15,1,1,1,22,27,10,1,0,0,1,0,1,19,0,11,4,11.0,0,0,9.4,-0.8,-3.12,Enrolled
1,9,3,12,1,1,1,13,1,5,1,0,0,1,0,0,18,0,7,7,13.457142857142856,0,0,13.9,-0.3,0.79,Graduate
1,1,2,6,1,1,1,13,14,12,0,0,0,1,0,0,20,0,6,5,12.6,0,0,7.6,2.6,0.32,Graduate
1,8,5,6,1,1,1,13,14,12,0,0,0,0,0,0,18,0,0,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,8,1,14,1,1,1,3,14,6,0,0,0,1,0,0,18,0,6,6,13.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,8,4,9,1,1,1,13,14,6,1,0,1,1,0,1,18,0,5,5,11.6,0,0,11.1,0.6,2.02,Graduate
1,12,1,8,1,1,1,23,28,10,0,0,0,1,0,0,24,0,9,6,12.571428571428571,0,0,11.1,0.6,2.02,Dropout
1,8,4,16,1,1,1,22,27,10,1,0,0,1,0,0,18,0,7,5,11.8,0,0,10.8,1.4,1.74,Dropout
1,1,3,9,1,1,1,1,28,6,1,0,0,1,0,1,19,0,5,5,11.6,0,0,9.4,-0.8,-3.12,Enrolled
1,8,3,10,1,1,1,13,28,10,1,0,0,1,0,1,19,0,8,6,11.333333333333334,0,0,8.9,1.4,3.51,Graduate
1,1,1,11,1,1,1,23,28,7,1,0,0,1,0,0,18,0,6,6,10.666666666666666,0,0,7.6,2.6,0.32,Graduate
1,1,2,8,1,1,1,13,27,10,1,0,0,1,0,0,18,0,10,4,13.5,1,0,12.7,3.7,-1.7,Enrolled
1,1,1,2,1,1,1,13,14,6,1,0,0,1,0,1,19,0,0,0,0.0,0,0,10.8,1.4,1.74,Graduate
1,15,1,6,1,1,1,4,4,3,0,0,0,1,0,0,22,2,9,6,13.333333333333334,0,0,13.9,-0.3,0.79,Graduate
1,1,1,11,1,1,1,2,27,2,1,0,0,1,0,0,19,0,9,5,13.4,0,0,10.8,1.4,1.74,Enrolled
3,8,1,10,1,1,1,22,27,10,1,0,0,1,0,1,21,0,8,3,10.2,0,0,12.7,3.7,-1.7,Enrolled
1,8,1,15,1,1,1,13,28,10,1,0,0,1,0,1,21,0,6,5,13.0,0,0,8.9,1.4,3.51,Graduate
1,1,3,12,1,1,1,23,28,6,1,0,0,1,0,1,18,0,11,7,12.90857142857143,0,0,10.8,1.4,1.74,Graduate
1,1,5,16,1,1,1,1,10,5,1,0,0,1,0,0,20,0,12,4,12.0,0,0,10.8,1.4,1.74,Dropout
1,1,3,11,1,1,1,22,28,8,1,0,0,1,0,1,18,0,9,6,10.833333333333334,0,0,7.6,2.6,0.32,Enrolled
1,7,3,5,1,1,1,1,28,5,1,0,0,1,0,0,19,0,6,6,15.333333333333334,0,0,12.7,3.7,-1.7,Graduate
1,1,2,12,1,1,1,1,28,10,1,0,0,1,0,1,18,0,9,6,12.816666666666668,0,0,11.1,0.6,2.02,Enrolled
1,6,1,9,1,1,14,26,1,4,0,0,1,0,1,0,26,6,7,6,13.0,0,0,11.1,0.6,2.02,Dropout
1,6,1,7,1,1,13,1,3,21,0,0,1,1,0,0,19,0,11,2,13.5,1,0,8.9,1.4,3.51,Enrolled
2,12,1,3,0,1,1,22,27,10,0,0,0,1,0,0,35,0,7,6,12.5,0,0,15.5,2.8,-4.06,Graduate
1,9,1,14,1,1,1,1,1,10,1,0,0,1,0,1,19,0,7,6,13.0,0,0,12.4,0.5,1.79,Graduate
1,1,1,6,1,1,1,23,27,10,1,0,0,1,1,0,18,0,6,4,11.75,0,1,10.8,1.4,1.74,Graduate
1,1,5,14,1,1,1,13,14,8,0,0,0,1,1,0,19,0,5,4,12.5,0,0,7.6,2.6,0.32,Graduate
1,1,1,2,1,1,1,1,1,10,1,0,0,1,1,0,25,16,19,17,11.61111111111111,0,0,12.4,0.5,1.79,Graduate
1,8,6,11,1,1,1,1,1,5,1,0,0,1,1,0,18,0,6,6,14.0,0,0,11.1,0.6,2.02,Graduate
1,8,1,4,1,1,1,1,4,10,1,0,1,0,1,0,26,0,8,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,14,1,17,0,1,1,1,1,7,0,0,0,1,1,0,34,0,5,5,13.8,0,0,9.4,-0.8,-3.12,Graduate
1,1,2,11,1,1,1,4,14,5,1,0,0,0,1,0,18,0,6,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,2,1,1,1,3,20,4,0,0,0,0,1,0,18,0,0,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,8,3,7,1,1,1,1,14,5,1,0,0,1,1,1,18,0,9,4,12.25,0,0,8.9,1.4,3.51,Dropout
1,15,1,4,1,14,1,22,27,10,0,0,0,1,1,0,20,0,12,3,11.5,0,0,12.4,0.5,1.79,Dropout
1,15,1,5,1,14,1,1,14,5,0,0,0,1,1,0,25,2,9,6,12.571428571428571,0,0,16.2,0.3,-0.92,Graduate
1,8,1,8,1,1,1,2,1,5,0,0,0,1,1,0,18,0,9,6,12.0,0,0,11.1,0.6,2.02,Dropout
1,1,1,4,1,1,1,13,27,10,1,0,0,1,1,0,19,8,17,11,12.0,2,0,15.5,2.8,-4.06,Graduate
1,1,1,2,1,1,1,1,1,5,1,0,0,1,1,0,20,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,9,2,10,1,1,1,13,27,6,1,0,0,1,1,1,20,1,9,6,12.0,0,0,10.8,1.4,1.74,Graduate
1,1,1,7,1,1,1,3,1,3,0,0,0,1,1,0,20,0,9,4,11.6,0,2,7.6,2.6,0.32,Enrolled
1,1,2,9,1,1,1,1,27,5,1,0,0,1,1,1,19,0,5,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,1,1,9,1,1,1,1,14,5,0,0,0,1,1,0,20,0,9,5,12.0,0,0,8.9,1.4,3.51,Enrolled
1,1,6,12,1,1,1,1,1,4,1,0,0,1,1,0,18,0,8,6,13.976666666666668,0,1,11.1,0.6,2.02,Enrolled
1,1,1,14,1,1,1,2,28,21,1,0,0,1,1,0,19,0,10,4,12.5,0,3,16.2,0.3,-0.92,Enrolled
1,9,1,9,1,1,1,22,27,8,1,0,0,0,1,0,20,0,5,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,12,1,14,1,1,1,23,27,8,0,0,0,1,1,0,24,0,15,4,10.5,0,0,15.5,2.8,-4.06,Dropout
1,15,1,4,1,14,1,23,28,10,1,0,0,1,1,0,20,0,8,5,12.857142857142858,0,0,16.2,0.3,-0.92,Graduate
1,1,3,14,1,1,1,3,14,3,1,0,0,1,1,0,19,0,7,3,11.666666666666666,0,0,9.4,-0.8,-3.12,Enrolled
1,16,1,7,1,1,1,1,14,5,0,0,0,1,1,0,23,0,7,2,13.0,0,0,8.9,1.4,3.51,Dropout
1,8,2,11,1,1,1,13,14,5,1,0,0,1,1,0,20,0,8,6,11.833333333333334,0,0,7.6,2.6,0.32,Enrolled
1,14,4,3,0,1,1,19,24,1,0,0,0,1,1,0,21,9,11,11,12.454545454545457,0,0,9.4,-0.8,-3.12,Graduate
1,8,2,7,1,1,1,8,10,10,1,0,0,1,1,0,20,0,6,3,11.0,0,0,10.8,1.4,1.74,Dropout
2,8,5,7,1,1,1,22,28,5,1,0,0,1,1,0,21,0,10,4,13.2,0,2,7.6,2.6,0.32,Enrolled
